Produk sering beli,Saluran belanja,Motivasi utama pembelian,Hobi,Minat,Pernyataan: Membaca adalah bagian penting dari pengembangan diri saya,Pernyataan: Saya sering mencari inspirasi untuk kegiatan kreatif dari buku atau alat tulis,Pernyataan: Saya berusaha menerapkan gaya hidup minimalis dalam hal kepemilikan barang,Pernyataan: Saya nyaman menggunakan teknologi digital untuk membaca dan mencatat,cluster
{'Novel Fiksi'},"{'Marketplace (Shopee, Tokopedia, dll.)'}",{'Kado atau hadiah'},"{'Bermain musik', 'Travelling', 'Menulis (diari, blog, atau lainnya)'}","{'Buku non-fiksi (pengembangan diri, sejarah, agama)'}",{'Setuju'},{'Tidak Setuju'},{'Setuju'},{'Netral'},5
{'Novel Fiksi'},"{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Hiburan atau relaksasi', 'Menambah pengetahuan', 'Kado atau hadiah'}",{'Melukis atau menggambar'},"{'Mainan', 'Alat Musik & kesenian', 'Buku fiksi (novel, komik, buku anak)'}",{'Tidak Setuju'},{'Tidak Setuju'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},0
{'Buku Anak'},"{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}","{'Melukis atau menggambar', 'Olahraga'}",{'Alat Olahraga'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Setuju'},{'Setuju'},1
"{'Mainan/Collectible item', 'Komik/Novel Grafis'}",{'Toko buku independen lainnya'},"{'Hiburan atau relaksasi', 'Untuk mengekspresikan kreativitas', 'Kado atau hadiah'}","{'Travelling', 'Membaca buku atau majalah', 'Menulis (diari, blog, atau lainnya)'}","{'Buku fiksi (novel, komik, buku anak)', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Setuju'},{'Setuju'},{'Setuju'},{'Setuju'},1
"{'Mainan/Collectible item', 'Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)', 'Komik/Novel Grafis'}",{'Aplikasi Gramedia Digital (ebook)'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}",{'Belanja online/offline'},"{'Alat Musik & kesenian', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Sangat Setuju'},{'Netral'},{'Setuju'},{'Netral'},1
"{'Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)'}",{'Toko alat tulis lainnya'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}","{'Belanja online/offline', 'Travelling'}","{'Mainan', 'Alat Olahraga', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Sangat Setuju'},{'Tidak Setuju'},{'Sangat Setuju'},{'Netral'},2
"{'Mainan/Collectible item', 'Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)', 'Perlengkapan Seni/Kreatif'}",{'Aplikasi Gramedia.com'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)'}",{'Membaca buku atau majalah'},{'Kesehatan dan Kecantikan'},{'Tidak Setuju'},{'Sangat Setuju'},{'Sangat Setuju'},{'Sangat Setuju'},2
{'Komik/Novel Grafis'},{'Toko Gramedia'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Menambah pengetahuan', 'Kado atau hadiah'}","{'Bermain game (offline/online)', 'Travelling'}","{'Mainan', 'Alat Musik & kesenian'}",{'Netral'},{'Tidak Setuju'},{'Tidak Setuju'},{'Tidak Setuju'},4
{'Perlengkapan Seni/Kreatif'},{'Toko Gramedia'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Hiburan atau relaksasi'}",{'Bermain game (offline/online)'},"{'Alat Musik & kesenian', 'Alat Olahraga', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Sangat Tidak Setuju'},{'Netral'},{'Netral'},{'Setuju'},1
"{'Novel Fiksi', 'Alat Tulis Umum (Kantor/Sekolah)'}","{'Marketplace (Shopee, Tokopedia, dll.)'}",{'Menambah pengetahuan'},{'Travelling'},"{'Mainan', 'Buku fiksi (novel, komik, buku anak)'}",{'Setuju'},{'Setuju'},{'Netral'},{'Netral'},2
"{'Mainan/Collectible item', 'Komik/Novel Grafis', 'Alat Musik'}",{'Toko Gramedia'},"{'Hiburan atau relaksasi', 'Kado atau hadiah'}",{'Membaca buku atau majalah'},"{'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Netral'},{'Setuju'},{'Tidak Setuju'},{'Tidak Setuju'},2
"{'Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)', 'Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)', 'Alat Olahraga'}",{'Toko buku independen lainnya'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Menambah pengetahuan', 'Kado atau hadiah'}","{'Travelling', 'Bermain musik', 'Menghadiri acara budaya atau edukasi'}","{'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Buku fiksi (novel, komik, buku anak)', 'Alat Tulis kantor atau sekolah'}",{'Tidak Setuju'},{'Sangat Setuju'},{'Sangat Setuju'},{'Sangat Setuju'},0
"{'Buku Anak', 'Alat Olahraga'}",{'Aplikasi Gramedia.com'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}","{'Travelling', 'Menulis (diari, blog, atau lainnya)'}","{'Mainan', 'Alat Tulis kantor atau sekolah', 'Alat Olahraga'}",{'Tidak Setuju'},{'Sangat Setuju'},{'Tidak Setuju'},{'Netral'},4
"{'Jurnal/Perencana (Planner)', 'Alat Musik', 'Perlengkapan Kantor atau Sekolah'}","{'Marketplace (Shopee, Tokopedia, dll.)'}","{""Sebagai bentuk 'self-reward' atau apresiasi diri""}","{'Bermain musik', 'Travelling'}",{'Alat Musik & kesenian'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},{'Netral'},{'Netral'},4
"{'Alat Olahraga', 'Perlengkapan Kantor atau Sekolah'}",{'Website Gramedia.com'},{'Kado atau hadiah'},"{'Travelling', 'Melukis atau menggambar'}","{'Alat Tulis kantor atau sekolah', 'Kesehatan dan Kecantikan'}",{'Sangat Setuju'},{'Tidak Setuju'},{'Setuju'},{'Setuju'},1
"{'Alat Olahraga', 'Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)', 'Alat Tulis Umum (Kantor/Sekolah)'}",{'Toko buku independen lainnya'},"{'Hiburan atau relaksasi', 'Menambah pengetahuan', 'Kado atau hadiah'}",{'Bermain musik'},"{'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Buku fiksi (novel, komik, buku anak)', 'Alat Musik & kesenian'}",{'Sangat Tidak Setuju'},{'Setuju'},{'Setuju'},{'Tidak Setuju'},1
"{'Komik/Novel Grafis', 'Alat Musik', 'Alat Tulis Umum (Kantor/Sekolah)'}",{'Aplikasi Gramedia Digital (ebook)'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Menambah pengetahuan'}","{'Bermain musik', 'Menghadiri acara budaya atau edukasi', 'Melukis atau menggambar'}","{'Mainan', 'Kesehatan dan Kecantikan', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Netral'},{'Setuju'},{'Tidak Setuju'},{'Sangat Setuju'},4
"{'Buku Anak', 'Alat Musik', 'Alat Tulis Umum (Kantor/Sekolah)'}",{'Toko alat tulis lainnya'},"{'Hiburan atau relaksasi', 'Menambah pengetahuan', 'Kado atau hadiah'}","{'Bermain game (offline/online)', 'Olahraga'}",{'Alat Musik & kesenian'},{'Sangat Setuju'},{'Setuju'},{'Netral'},{'Tidak Setuju'},2
{'Alat Olahraga'},{'Aplikasi Gramedia.com'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Hiburan atau relaksasi', 'Kado atau hadiah'}","{'Bermain game (offline/online)', 'Menghadiri acara budaya atau edukasi', 'Melukis atau menggambar'}","{'Mainan', 'Alat Olahraga', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Tidak Setuju'},{'Setuju'},{'Sangat Tidak Setuju'},{'Setuju'},5
"{'Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)'}",{'Aplikasi Gramedia Digital (ebook)'},{'Untuk mengekspresikan kreativitas'},"{'Travelling', 'Membaca buku atau majalah', 'Melukis atau menggambar'}","{'Alat Tulis kantor atau sekolah', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Setuju'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Netral'},0
"{'Jurnal/Perencana (Planner)', 'Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)'}",{'Aplikasi Gramedia Digital (ebook)'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}","{'Travelling', 'Olahraga'}","{'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Alat Musik & kesenian', 'Kesehatan dan Kecantikan'}",{'Tidak Setuju'},{'Setuju'},{'Sangat Setuju'},{'Sangat Setuju'},0
"{'Buku Anak', 'Komik/Novel Grafis'}",{'Toko Gramedia'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}",{'Belanja online/offline'},"{'Buku fiksi (novel, komik, buku anak)', 'Alat Olahraga'}",{'Netral'},{'Netral'},{'Netral'},{'Tidak Setuju'},1
{'Jurnal/Perencana (Planner)'},{'Aplikasi Gramedia.com'},"{'Hiburan atau relaksasi', 'Kado atau hadiah'}",{'Melukis atau menggambar'},"{'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Alat Olahraga', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Setuju'},{'Sangat Tidak Setuju'},0
"{'Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)'}",{'Toko buku independen lainnya'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Hiburan atau relaksasi', 'Kado atau hadiah'}","{'Belanja online/offline', 'Menulis (diari, blog, atau lainnya)'}","{'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Sangat Tidak Setuju'},{'Setuju'},{'Netral'},{'Tidak Setuju'},2
"{'Jurnal/Perencana (Planner)', 'Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)', 'Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)'}",{'Aplikasi Gramedia.com'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Menambah pengetahuan', 'Kado atau hadiah'}","{'Membaca buku atau majalah', 'Melukis atau menggambar'}","{'Buku fiksi (novel, komik, buku anak)'}",{'Tidak Setuju'},{'Sangat Setuju'},{'Netral'},{'Netral'},0
"{'Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)'}",{'Aplikasi Gramedia Digital (ebook)'},{'Hiburan atau relaksasi'},"{'Belanja online/offline', 'Melukis atau menggambar'}","{'Alat Tulis kantor atau sekolah', 'Kesehatan dan Kecantikan', 'Alat Olahraga'}",{'Tidak Setuju'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},0
{'Komik/Novel Grafis'},{'Aplikasi Gramedia Digital (ebook)'},"{'Hiburan atau relaksasi', 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Untuk mengekspresikan kreativitas'}","{'Olahraga', 'Melukis atau menggambar'}","{'Buku non-fiksi (pengembangan diri, sejarah, agama)'}",{'Netral'},{'Setuju'},{'Netral'},{'Sangat Tidak Setuju'},0
"{'Mainan/Collectible item', 'Novel Fiksi', 'Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)'}",{'Aplikasi Gramedia Digital (ebook)'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Hiburan atau relaksasi', 'Untuk mengekspresikan kreativitas'}",{'Bermain musik'},"{'Buku fiksi (novel, komik, buku anak)', 'Alat Musik & kesenian', 'Alat Olahraga'}",{'Setuju'},{'Netral'},{'Setuju'},{'Sangat Tidak Setuju'},1
"{'Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)', 'Buku Anak', 'Perlengkapan Kantor atau Sekolah'}",{'Toko Gramedia'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Menambah pengetahuan', 'Kado atau hadiah'}",{'Membaca buku atau majalah'},"{'Alat Musik & kesenian', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Netral'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},{'Setuju'},4
{'Alat Musik'},"{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Menambah pengetahuan', 'Untuk mengekspresikan kreativitas'}","{'Travelling', 'Menghadiri acara budaya atau edukasi', 'Menulis (diari, blog, atau lainnya)'}","{'Alat Musik & kesenian', 'Kesehatan dan Kecantikan'}",{'Setuju'},{'Setuju'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},2
"{'Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)', 'Novel Fiksi', 'Jurnal/Perencana (Planner)'}",{'Toko buku independen lainnya'},{'Untuk mengekspresikan kreativitas'},"{'Olahraga', 'Melukis atau menggambar'}","{'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Alat Tulis kantor atau sekolah'}",{'Netral'},{'Tidak Setuju'},{'Netral'},{'Netral'},5
{'Alat Musik'},{'Toko alat tulis lainnya'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Hiburan atau relaksasi', 'Kado atau hadiah'}",{'Belanja online/offline'},"{'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Alat Musik & kesenian', 'Buku fiksi (novel, komik, buku anak)'}",{'Tidak Setuju'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},2
"{'Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)', 'Alat Tulis Umum (Kantor/Sekolah)'}",{'Toko buku independen lainnya'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Hiburan atau relaksasi', 'Menambah pengetahuan'}","{'Menulis (diari, blog, atau lainnya)'}",{'Mainan'},{'Setuju'},{'Netral'},{'Setuju'},{'Netral'},1
{'Alat Olahraga'},{'Aplikasi Gramedia Digital (ebook)'},{'Hiburan atau relaksasi'},{'Membaca buku atau majalah'},"{'Alat Musik & kesenian', 'Alat Olahraga', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Netral'},{'Netral'},{'Netral'},{'Netral'},0
"{'Novel Fiksi', 'Perlengkapan Seni/Kreatif', 'Alat Tulis Umum (Kantor/Sekolah)'}","{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Menambah pengetahuan'}",{'Travelling'},"{'Buku fiksi (novel, komik, buku anak)'}",{'Tidak Setuju'},{'Tidak Setuju'},{'Sangat Setuju'},{'Sangat Setuju'},0
"{'Alat Musik', 'Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)', 'Alat Tulis Umum (Kantor/Sekolah)'}",{'Aplikasi Gramedia Digital (ebook)'},"{'Menambah pengetahuan', 'Untuk mengekspresikan kreativitas'}","{'Belanja online/offline', 'Membaca buku atau majalah'}","{'Mainan', 'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Alat Tulis kantor atau sekolah'}",{'Sangat Tidak Setuju'},{'Netral'},{'Setuju'},{'Tidak Setuju'},1
"{'Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)', 'Alat Olahraga', 'Alat Tulis Umum (Kantor/Sekolah)'}",{'Toko buku independen lainnya'},{'Hiburan atau relaksasi'},"{'Travelling', 'Melukis atau menggambar'}","{'Mainan', 'Alat Musik & kesenian'}",{'Netral'},{'Netral'},{'Setuju'},{'Setuju'},1
"{'Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)'}",{'Toko Gramedia'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Menambah pengetahuan'}",{'Melukis atau menggambar'},"{'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Buku fiksi (novel, komik, buku anak)', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Tidak Setuju'},{'Tidak Setuju'},{'Tidak Setuju'},{'Tidak Setuju'},0
"{'Alat Olahraga', 'Alat Tulis Umum (Kantor/Sekolah)'}",{'Aplikasi Gramedia.com'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Menambah pengetahuan'}","{'Bermain game (offline/online)', 'Melukis atau menggambar'}","{'Buku fiksi (novel, komik, buku anak)', 'Alat Tulis kantor atau sekolah'}",{'Sangat Setuju'},{'Netral'},{'Netral'},{'Setuju'},1
"{'Perlengkapan Seni/Kreatif', 'Buku Anak'}",{'Toko buku independen lainnya'},{'Kado atau hadiah'},"{'Bermain musik', 'Membaca buku atau majalah', 'Olahraga'}","{'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Alat Musik & kesenian', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Setuju'},{'Sangat Tidak Setuju'},1
"{'Mainan/Collectible item', 'Buku Anak', 'Alat Tulis Umum (Kantor/Sekolah)'}",{'Aplikasi Gramedia Digital (ebook)'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Kado atau hadiah'}","{'Travelling', 'Olahraga'}","{'Alat Tulis kantor atau sekolah', 'Kesehatan dan Kecantikan', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Netral'},{'Netral'},{'Setuju'},{'Sangat Tidak Setuju'},1
{'Alat Musik'},{'Toko buku independen lainnya'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}","{'Travelling', 'Belanja online/offline', 'Menulis (diari, blog, atau lainnya)'}","{'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Alat Tulis kantor atau sekolah', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},{'Netral'},3
{'Perlengkapan Kantor atau Sekolah'},"{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}","{'Olahraga', 'Membaca buku atau majalah'}","{'Mainan', 'Buku non-fiksi (pengembangan diri, sejarah, agama)'}",{'Netral'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},4
{'Perlengkapan Seni/Kreatif'},{'Aplikasi Gramedia Digital (ebook)'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Untuk mengekspresikan kreativitas', 'Kado atau hadiah'}",{'Travelling'},"{'Mainan', 'Alat Tulis kantor atau sekolah'}",{'Netral'},{'Setuju'},{'Setuju'},{'Sangat Setuju'},2
{'Perlengkapan Kantor atau Sekolah'},{'Aplikasi Gramedia Digital (ebook)'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Menambah pengetahuan', 'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)'}","{'Belanja online/offline', 'Menghadiri acara budaya atau edukasi'}",{'Alat Tulis kantor atau sekolah'},{'Sangat Setuju'},{'Setuju'},{'Sangat Setuju'},{'Tidak Setuju'},2
{'Jurnal/Perencana (Planner)'},{'Toko buku independen lainnya'},"{'Hiburan atau relaksasi', 'Menambah pengetahuan', 'Kado atau hadiah'}","{'Belanja online/offline', 'Membaca buku atau majalah'}","{'Mainan', 'Kesehatan dan Kecantikan', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Setuju'},1
"{'Alat Musik', 'Alat Olahraga', 'Alat Tulis Umum (Kantor/Sekolah)'}",{'Toko buku independen lainnya'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}","{'Bermain musik', 'Belanja online/offline', 'Olahraga'}",{'Alat Olahraga'},{'Netral'},{'Netral'},{'Tidak Setuju'},{'Netral'},4
"{'Jurnal/Perencana (Planner)', 'Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)', 'Komik/Novel Grafis'}",{'Toko alat tulis lainnya'},"{'Menambah pengetahuan', 'Kado atau hadiah'}",{'Belanja online/offline'},"{'Buku non-fiksi (pengembangan diri, sejarah, agama)'}",{'Setuju'},{'Sangat Setuju'},{'Sangat Setuju'},{'Setuju'},2
"{'Jurnal/Perencana (Planner)', 'Novel Fiksi'}",{'Toko alat tulis lainnya'},{'Kado atau hadiah'},"{'Travelling', 'Belanja online/offline', 'Menghadiri acara budaya atau edukasi'}","{'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Kesehatan dan Kecantikan'}",{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},{'Netral'},2
{'Alat Olahraga'},{'Toko alat tulis lainnya'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Hiburan atau relaksasi', 'Untuk mengekspresikan kreativitas'}",{'Travelling'},{'Mainan'},{'Sangat Setuju'},{'Tidak Setuju'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},0
"{'Mainan/Collectible item', 'Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)'}",{'Aplikasi Gramedia Digital (ebook)'},"{'Hiburan atau relaksasi', 'Untuk mengekspresikan kreativitas', 'Kado atau hadiah'}",{'Bermain musik'},"{'Buku fiksi (novel, komik, buku anak)', 'Kesehatan dan Kecantikan', 'Alat Olahraga'}",{'Tidak Setuju'},{'Setuju'},{'Setuju'},{'Setuju'},1
"{'Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)', 'Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)'}","{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', ""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Kado atau hadiah'}","{'Belanja online/offline', 'Menulis (diari, blog, atau lainnya)'}","{'Buku fiksi (novel, komik, buku anak)', 'Alat Olahraga', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Sangat Setuju'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},{'Setuju'},1
"{'Mainan/Collectible item', 'Komik/Novel Grafis'}",{'Website Gramedia.com'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri""}","{'Bermain game (offline/online)', 'Menghadiri acara budaya atau edukasi', 'Olahraga'}","{'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Alat Tulis kantor atau sekolah'}",{'Sangat Setuju'},{'Sangat Setuju'},{'Setuju'},{'Sangat Setuju'},3
{'Alat Tulis Umum (Kantor/Sekolah)'},{'Toko buku independen lainnya'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri""}","{'Menulis (diari, blog, atau lainnya)', 'Membaca buku atau majalah'}","{'Buku fiksi (novel, komik, buku anak)'}",{'Sangat Setuju'},{'Netral'},{'Netral'},{'Netral'},1
"{'Komik/Novel Grafis', 'Alat Olahraga', 'Perlengkapan Kantor atau Sekolah'}","{'Marketplace (Shopee, Tokopedia, dll.)'}","{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Hiburan atau relaksasi', 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}",{'Bermain musik'},"{'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Alat Tulis kantor atau sekolah', 'Alat Olahraga'}",{'Tidak Setuju'},{'Setuju'},{'Netral'},{'Sangat Tidak Setuju'},0
"{'Novel Fiksi', 'Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)', 'Perlengkapan Kantor atau Sekolah'}",{'Toko Gramedia'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Menambah pengetahuan', 'Kado atau hadiah'}","{'Belanja online/offline', 'Melukis atau menggambar'}","{'Alat Musik & kesenian', 'Kesehatan dan Kecantikan', 'Buku fiksi (novel, komik, buku anak)'}",{'Sangat Tidak Setuju'},{'Tidak Setuju'},{'Setuju'},{'Setuju'},1
"{'Alat Olahraga', 'Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)'}",{'Toko buku independen lainnya'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Kado atau hadiah'}",{'Bermain musik'},"{'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Alat Musik & kesenian', 'Kesehatan dan Kecantikan'}",{'Netral'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},4
{'Perlengkapan Kantor atau Sekolah'},{'Aplikasi Gramedia.com'},{'Kado atau hadiah'},"{'Bermain game (offline/online)', 'Belanja online/offline', 'Membaca buku atau majalah'}","{'Alat Tulis kantor atau sekolah', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Sangat Setuju'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},{'Tidak Setuju'},2
"{'Alat Musik', 'Komik/Novel Grafis', 'Perlengkapan Kantor atau Sekolah'}",{'Toko buku independen lainnya'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Hiburan atau relaksasi'}","{'Bermain game (offline/online)', 'Bermain musik', 'Membaca buku atau majalah'}",{'Alat Tulis kantor atau sekolah'},{'Sangat Setuju'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},1
"{'Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)'}",{'Website Gramedia.com'},"{'Hiburan atau relaksasi', 'Untuk mengekspresikan kreativitas', 'Kado atau hadiah'}","{'Menghadiri acara budaya atau edukasi', 'Melukis atau menggambar'}","{'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Buku fiksi (novel, komik, buku anak)', 'Alat Olahraga'}",{'Setuju'},{'Setuju'},{'Netral'},{'Setuju'},3
"{'Perlengkapan Seni/Kreatif', 'Alat Musik', 'Perlengkapan Kantor atau Sekolah'}",{'Aplikasi Gramedia.com'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri""}",{'Olahraga'},"{'Mainan', 'Alat Olahraga'}",{'Netral'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Netral'},4
